Zmeny:
Hledani:
10 - 20: B=80.000000, D=2.000000, I=99.000000, J=11.000000, K=30.000000, L=100.000000, M=38.000000, P=40.000000, Q=70.000000, S=10.000000, T=151.000000
214 - 172: A=504.000000, B=546.000000, C=798.000000, D=42.000000, E=84.000000, F=378.000000, G=210.000000, H=279.000000, I=126.000000, J=84.000000, K=126.000000, L=546.000000, M=714.000000, N=210.000000, O=714.000000, P=630.000000, Q=84.000000, R=403.000000, S=420.000000, T=84.000000
861 - 728: A=1862.000000, B=553.000000, C=1221.000000, D=2394.000000, E=1731.000000, F=1236.000000, G=133.000000, H=532.000000, I=1197.000000, J=2527.000000, K=399.000000, L=1692.000000, M=266.000000, N=2394.000000, O=1596.000000, P=1035.000000, Q=1084.000000, R=266.000000, S=1330.000000, T=1239.000000
807 - 1791: A=12169.000000, B=10098.000000, C=7131.000000, D=18068.000000, E=9199.000000, F=10246.000000, G=7302.000000, H=11158.000000, I=5645.000000, J=17788.000000, K=10101.000000, L=16560.000000, M=5577.000000, N=9244.000000, O=12177.000000, P=9788.000000, Q=13283.000000, R=9645.000000, S=7998.000000, T=12344.000000
493 - 730: A=1667.000000, B=2367.000000, C=4053.000000, D=3785.000000, E=948.000000, F=1878.000000, G=812.000000, H=836.000000, I=1071.000000, J=4423.000000, K=711.000000, L=2615.000000, M=2238.000000, N=2732.000000, O=3659.000000, P=3555.000000, Q=1422.000000, R=3219.000000, S=2370.000000, T=237.000000
1461 - 268: A=12102.000000, B=10963.000000, C=15030.000000, D=19480.000000, E=10100.000000, F=12480.000000, G=7123.000000, H=9987.000000, I=6752.000000, J=18583.000000, K=9293.000000, L=17652.000000, M=8164.000000, N=13375.000000, O=16256.000000, P=12135.000000, Q=12487.000000, R=12474.000000, S=12758.000000, T=9771.000000
404 - 203: A=850.000000, B=2613.000000, C=3819.000000, D=1778.000000, E=702.000000, F=1809.000000, G=1181.000000, H=785.000000, I=603.000000, J=402.000000, K=603.000000, L=2613.000000, M=3417.000000, N=1005.000000, O=3417.000000, P=3015.000000, Q=1158.000000, R=1937.000000, S=2010.000000, T=2465.000000
9 - 1799: A=18295.000000, B=18453.000000, C=20197.000000, D=25833.000000, E=13294.000000, F=16852.000000, G=10633.000000, H=14710.000000, I=9224.000000, J=25813.000000, K=12495.000000, L=25415.000000, M=16308.000000, N=15006.000000, O=24311.000000, P=21102.000000, Q=17699.000000, R=16869.000000, S=15684.000000, T=16512.000000
1528 - 1605: A=847.000000, B=1155.000000, C=345.000000, D=1463.000000, E=432.000000, F=642.000000, G=770.000000, H=802.000000, I=462.000000, J=1309.000000, K=497.000000, L=1386.000000, M=847.000000, N=231.000000, O=1155.000000, P=1309.000000, Q=989.000000, R=770.000000, T=1232.000000
57 - 1212: A=11292.000000, B=10047.000000, C=15591.000000, D=14973.000000, E=9788.000000, F=11085.000000, G=5672.000000, H=7256.000000, I=6192.000000, J=15150.000000, K=7133.000000, L=15665.000000, M=10712.000000, N=13012.000000, O=16694.000000, P=13557.000000, Q=9979.000000, R=10530.000000, S=11916.000000, T=8639.000000
1684 - 979: A=9177.000000, B=8311.000000, C=5606.000000, D=13149.000000, E=6241.000000, F=7540.000000, G=6809.000000, H=9680.000000, I=4209.000000, J=12631.000000, K=8297.000000, L=12690.000000, M=4056.000000, N=5827.000000, O=8700.000000, P=6765.000000, Q=9623.000000, R=7050.000000, S=6278.000000, T=8022.000000
677 - 791: A=1596.000000, B=798.000000, C=1598.000000, D=2052.000000, E=885.000000, F=702.000000, G=114.000000, H=456.000000, I=1026.000000, J=2166.000000, K=342.000000, L=965.000000, M=228.000000, N=2052.000000, O=1368.000000, P=1310.000000, Q=684.000000, R=228.000000, S=1140.000000, T=240.000000
1840 - 1751: B=930.000000, C=204.000000, D=795.000000, F=300.000000, G=267.000000, H=534.000000, J=1453.000000, K=279.000000, M=979.000000, N=267.000000, O=420.000000, P=1513.000000, Q=801.000000, R=1292.000000, T=1503.000000
599 - 1365: A=10451.000000, B=5588.000000, C=7785.000000, D=13928.000000, E=8408.000000, F=8058.000000, G=4177.000000, H=7458.000000, I=5183.000000, J=14428.000000, K=7820.000000, L=12311.000000, M=1748.000000, N=11168.000000, O=9477.000000, P=6498.000000, Q=9157.000000, R=6543.000000, S=8296.000000, T=6225.000000
1633 - 305: A=13957.000000, B=13014.000000, C=15091.000000, D=22575.000000, E=10876.000000, F=13627.000000, G=8621.000000, H=11918.000000, I=7673.000000, J=21433.000000, K=10266.000000, L=20267.000000, M=9427.000000, N=13828.000000, O=17778.000000, P=14104.000000, Q=14528.000000, R=13713.000000, S=13018.000000, T=11968.000000
1243 - 1430: A=2618.000000, B=2244.000000, C=2604.000000, D=3553.000000, E=825.000000, F=2244.000000, G=1870.000000, H=2992.000000, I=1122.000000, J=3297.000000, K=2111.000000, L=3366.000000, M=734.000000, N=455.000000, O=2244.000000, P=1309.000000, Q=2618.000000, R=1870.000000, S=2244.000000, T=1285.000000
1213 - 15: A=11810.000000, B=10389.000000, C=15906.000000, D=15033.000000, E=10051.000000, F=11430.000000, G=5711.000000, H=7704.000000, I=6361.000000, J=15587.000000, K=7276.000000, L=16103.000000, M=11455.000000, N=13014.000000, O=17006.000000, P=13996.000000, Q=10083.000000, R=10540.000000, S=12072.000000, T=9085.000000
561 - 118: A=2091.000000, B=5759.000000, C=8305.000000, D=3194.000000, E=1770.000000, F=4350.000000, G=2548.000000, H=1766.000000, I=1409.000000, J=2110.000000, K=1329.000000, L=4989.000000, M=7531.000000, N=1960.000000, O=7531.000000, P=6645.000000, Q=2270.000000, R=4871.000000, S=4430.000000, T=2792.000000
1138 - 1872: A=7535.000000, B=9108.000000, C=4898.000000, D=12430.000000, E=4368.000000, F=6334.000000, G=5891.000000, H=8644.000000, I=3270.000000, J=12202.000000, K=6476.000000, L=10602.000000, M=5630.000000, N=3529.000000, O=8205.000000, P=8644.000000, Q=9281.000000, R=7555.000000, S=4506.000000, T=8616.000000
1328 - 140: A=11754.000000, B=11031.000000, C=15615.000000, D=17081.000000, E=10006.000000, F=12066.000000, G=6473.000000, H=8614.000000, I=6338.000000, J=16578.000000, K=8856.000000, L=16922.000000, M=9435.000000, N=13244.000000, O=16836.000000, P=13124.000000, Q=11093.000000, R=11690.000000, S=12442.000000, T=8900.000000
583 - 1326: A=9921.000000, B=5260.000000, C=7316.000000, D=13475.000000, E=8316.000000, F=7686.000000, G=3883.000000, H=6882.000000, I=4997.000000, J=14069.000000, K=7493.000000, L=11817.000000, M=1900.000000, N=11170.000000, O=9281.000000, P=6465.000000, Q=8707.000000, R=6425.000000, S=7988.000000, T=6124.000000
813 - 98: A=5132.000000, B=7773.000000, C=12409.000000, D=7750.000000, E=3609.000000, F=6032.000000, G=3135.000000, H=2850.000000, I=3183.000000, J=7118.000000, K=2145.000000, L=8073.000000, M=9135.000000, N=5846.000000, O=11370.000000, P=10149.000000, Q=3910.000000, R=7100.000000, S=7150.000000, T=3518.000000
547 - 1755: A=14860.000000, B=11698.000000, C=10943.000000, D=22274.000000, E=10844.000000, F=11728.000000, G=7759.000000, H=11924.000000, I=7247.000000, J=22044.000000, K=10638.000000, L=19463.000000, M=6655.000000, N=12984.000000, O=15478.000000, P=12548.000000, Q=14519.000000, R=11488.000000, S=10598.000000, T=12348.000000
668 - 1670: A=13377.000000, B=9206.000000, C=8631.000000, D=18481.000000, E=9736.000000, F=10468.000000, G=7078.000000, H=10988.000000, I=6799.000000, J=18302.000000, K=9510.000000, L=16904.000000, M=4524.000000, N=11383.000000, O=12222.000000, P=9288.000000, Q=12794.000000, R=8420.000000, S=9388.000000, T=10867.000000
1373 - 970: A=5642.000000, B=3967.000000, C=3760.000000, D=7402.000000, E=4678.000000, F=4836.000000, G=3841.000000, H=5978.000000, I=2418.000000, J=7515.000000, K=6467.000000, L=7254.000000, M=806.000000, N=4662.000000, O=4836.000000, P=2821.000000, Q=5642.000000, R=4030.000000, S=4682.000000, T=3246.000000
1206 - 1200: A=84.000000, B=72.000000, C=50.000000, D=108.000000, E=90.000000, F=72.000000, G=60.000000, H=96.000000, I=36.000000, J=114.000000, K=102.000000, L=108.000000, M=12.000000, N=108.000000, O=72.000000, P=42.000000, Q=84.000000, R=60.000000, S=72.000000, T=24.000000
659 - 1170: A=7154.000000, B=2708.000000, C=4557.000000, D=9198.000000, E=6508.000000, F=5358.000000, G=2122.000000, H=4104.000000, I=3833.000000, J=9709.000000, K=4613.000000, L=8021.000000, M=1022.000000, N=9198.000000, O=6132.000000, P=4233.000000, Q=6067.000000, R=3573.000000, S=5356.000000, T=5459.000000
1069 - 1525: A=6168.000000, B=5616.000000, C=4379.000000, D=8508.000000, E=3815.000000, F=5314.000000, G=4560.000000, H=7296.000000, I=2736.000000, J=8218.000000, K=5544.000000, L=8208.000000, M=2127.000000, N=3730.000000, O=5235.000000, P=3432.000000, Q=6384.000000, R=4560.000000, S=5334.000000, T=4128.000000
591 - 1198: A=8121.000000, B=3656.000000, C=5909.000000, D=10926.000000, E=7200.000000, F=6102.000000, G=2555.000000, H=4810.000000, I=4205.000000, J=11533.000000, K=5293.000000, L=9409.000000, M=1508.000000, N=10666.000000, O=7609.000000, P=5449.000000, Q=6867.000000, R=5009.000000, S=6372.000000, T=5639.000000
428 - 1867: A=14979.000000, B=14115.000000, C=13312.000000, D=23884.000000, E=11320.000000, F=13572.000000, G=8809.000000, H=12953.000000, I=7604.000000, J=24646.000000, K=11238.000000, L=20415.000000, M=9789.000000, N=13915.000000, O=17865.000000, P=16118.000000, Q=16241.000000, R=14719.000000, S=11788.000000, T=14178.000000
263 - 777: A=2555.000000, B=5686.000000, C=9022.000000, D=6937.000000, E=2315.000000, F=4413.000000, G=2239.000000, H=1717.000000, I=2184.000000, J=5915.000000, K=1542.000000, L=5405.000000, M=6242.000000, N=4728.000000, O=8133.000000, P=7422.000000, Q=3084.000000, R=6547.000000, S=5140.000000, T=2432.000000
1378 - 1327: A=714.000000, B=612.000000, C=969.000000, D=969.000000, E=204.000000, F=612.000000, G=510.000000, H=816.000000, I=306.000000, J=867.000000, K=423.000000, L=918.000000, M=102.000000, N=102.000000, O=612.000000, P=357.000000, Q=714.000000, R=510.000000, S=612.000000, T=153.000000
52 - 1385: A=13804.000000, B=12157.000000, C=17910.000000, D=18252.000000, E=10938.000000, F=13206.000000, G=7407.000000, H=10078.000000, I=7235.000000, J=18326.000000, K=9561.000000, L=18829.000000, M=11153.000000, N=13358.000000, O=18830.000000, P=14843.000000, Q=12406.000000, R=12260.000000, S=14057.000000, T=9338.000000
1168 - 1779: A=7115.000000, B=8238.000000, C=4568.000000, D=11510.000000, E=3918.000000, F=5842.000000, G=5312.000000, H=7606.000000, I=3090.000000, J=10701.000000, K=5939.000000, L=10062.000000, M=4723.000000, N=2710.000000, O=7817.000000, P=7057.000000, Q=8024.000000, R=6439.000000, S=4146.000000, T=7187.000000
85 - 1624: A=16155.000000, B=15376.000000, C=19114.000000, D=22760.000000, E=11830.000000, F=15217.000000, G=9708.000000, H=13060.000000, I=8524.000000, J=22026.000000, K=10845.000000, L=22801.000000, M=13110.000000, N=14481.000000, O=21339.000000, P=17251.000000, Q=15412.000000, R=14650.000000, S=15218.000000, T=13096.000000
400 - 1132: A=7388.000000, B=5299.000000, C=8904.000000, D=11673.000000, E=6966.000000, F=7374.000000, G=3041.000000, H=4327.000000, I=4382.000000, J=12386.000000, K=4744.000000, L=10014.000000, M=4623.000000, N=10433.000000, O=10064.000000, P=7852.000000, Q=7089.000000, R=7468.000000, S=7490.000000, T=5566.000000
1365 - 1595: A=2794.000000, B=3114.000000, C=1794.000000, D=4370.000000, E=1004.000000, F=2374.000000, G=2300.000000, H=3350.000000, I=1380.000000, J=3910.000000, K=1222.000000, L=4140.000000, M=2305.000000, N=1076.000000, O=2733.000000, P=2550.000000, Q=3151.000000, R=2300.000000, S=1782.000000, T=3511.000000
9 - 1019: A=9094.000000, B=8439.000000, C=14526.000000, D=11541.000000, E=7141.000000, F=9102.000000, G=3771.000000, H=4600.000000, I=5240.000000, J=11901.000000, K=3996.000000, L=12671.000000, M=11067.000000, N=9554.000000, O=14678.000000, P=12662.000000, Q=7409.000000, R=8600.000000, S=9806.000000, T=7212.000000
1610 - 1180: A=5549.000000, B=5559.000000, C=3977.000000, D=8125.000000, E=2634.000000, F=4684.000000, G=4300.000000, H=6400.000000, I=2580.000000, J=7554.000000, K=4214.000000, L=7740.000000, M=2840.000000, N=1987.000000, O=5178.000000, P=4100.000000, Q=5921.000000, R=4300.000000, S=4002.000000, T=4417.000000
1905 - 218: A=15673.000000, B=16845.000000, C=17302.000000, D=25910.000000, E=12088.000000, F=15418.000000, G=10173.000000, H=14071.000000, I=8234.000000, J=25066.000000, K=11868.000000, L=23090.000000, M=13359.000000, N=15079.000000, O=21435.000000, P=19268.000000, Q=17753.000000, R=16942.000000, S=13888.000000, T=16637.000000
1792 - 1243: A=6065.000000, B=7544.000000, C=4000.000000, D=10207.000000, E=2793.000000, F=5020.000000, G=4601.000000, H=6484.000000, I=2640.000000, J=9523.000000, K=4691.000000, L=8712.000000, M=4716.000000, N=1911.000000, O=6945.000000, P=6753.000000, Q=7091.000000, R=5910.000000, S=3246.000000, T=7108.000000
946 - 1097: A=2114.000000, B=679.000000, C=1057.000000, D=2718.000000, E=2203.000000, F=1812.000000, G=1105.000000, H=1706.000000, I=920.000000, J=2869.000000, K=2511.000000, L=2718.000000, M=302.000000, N=2718.000000, O=1812.000000, P=1057.000000, Q=2114.000000, R=1510.000000, S=1610.000000, T=2265.000000
1365 - 1237: A=1792.000000, B=1536.000000, C=1669.000000, D=2432.000000, E=655.000000, F=1536.000000, G=1280.000000, H=2048.000000, I=768.000000, J=2306.000000, K=1888.000000, L=2304.000000, M=256.000000, N=256.000000, O=1536.000000, P=896.000000, Q=1792.000000, R=1280.000000, S=1536.000000, T=438.000000
352 - 665: A=898.000000, B=3725.000000, C=5627.000000, D=4035.000000, E=1236.000000, F=2940.000000, G=1593.000000, H=999.000000, I=939.000000, J=3609.000000, K=939.000000, L=3379.000000, M=4505.000000, N=2267.000000, O=5276.000000, P=4695.000000, Q=1878.000000, R=5001.000000, S=3130.000000, T=985.000000
214 - 1779: A=15721.000000, B=16387.000000, C=17258.000000, D=25534.000000, E=12096.000000, F=15322.000000, G=9815.000000, H=13189.000000, I=8246.000000, J=24143.000000, K=11853.000000, L=23142.000000, M=12580.000000, N=14721.000000, O=21475.000000, P=17951.000000, Q=16729.000000, R=16126.000000, S=13928.000000, T=15336.000000
537 - 170: A=1379.000000, B=4771.000000, C=6909.000000, D=2710.000000, E=1300.000000, F=3706.000000, G=2144.000000, H=1382.000000, I=1101.000000, J=1541.000000, K=1101.000000, L=4171.000000, M=6239.000000, N=1835.000000, O=6239.000000, P=5505.000000, Q=2022.000000, R=4463.000000, S=3670.000000, T=2664.000000
1466 - 759: A=9859.000000, B=5528.000000, C=6254.000000, D=12967.000000, E=8095.000000, F=8270.000000, G=4982.000000, H=8440.000000, I=4775.000000, J=13105.000000, K=7845.000000, L=12582.000000, M=2098.000000, N=9051.000000, O=8484.000000, P=4949.000000, Q=9611.000000, R=6078.000000, S=7908.000000, T=7512.000000
1934 - 496: A=14911.000000, B=13231.000000, C=12020.000000, D=23544.000000, E=11048.000000, F=12718.000000, G=8557.000000, H=13487.000000, I=7400.000000, J=24368.000000, K=11034.000000, L=19871.000000, M=8633.000000, N=13776.000000, O=16709.000000, P=15098.000000, Q=16085.000000, R=13579.000000, S=11108.000000, T=14110.000000
1021 - 306: A=5928.000000, B=5497.000000, C=9913.000000, D=11146.000000, E=5669.000000, F=6888.000000, G=2495.000000, H=2833.000000, I=3998.000000, J=10465.000000, K=3139.000000, L=9238.000000, M=5999.000000, N=8905.000000, O=10330.000000, P=8485.000000, Q=6099.000000, R=7580.000000, S=7150.000000, T=5377.000000
1314 - 1787: A=5071.000000, B=6612.000000, C=3339.000000, D=8833.000000, E=2432.000000, F=4138.000000, G=3876.000000, H=5318.000000, I=2214.000000, J=8103.000000, K=3484.000000, L=7434.000000, M=4519.000000, N=1754.000000, O=6093.000000, P=6171.000000, Q=6052.000000, R=5115.000000, S=2394.000000, T=6762.000000
1648 - 889: A=10041.000000, B=7861.000000, C=6128.000000, D=14085.000000, E=7169.000000, F=8404.000000, G=6672.000000, H=9972.000000, I=4697.000000, J=13729.000000, K=8649.000000, L=13662.000000, M=3840.000000, N=7339.000000, O=9240.000000, P=6783.000000, Q=10610.000000, R=7590.000000, S=7178.000000, T=8796.000000
1728 - 519: A=14788.000000, B=11657.000000, C=11338.000000, D=22122.000000, E=10796.000000, F=11958.000000, G=7846.000000, H=11846.000000, I=7331.000000, J=22119.000000, K=10479.000000, L=19687.000000, M=6834.000000, N=13043.000000, O=15565.000000, P=12509.000000, Q=14384.000000, R=11533.000000, S=10878.000000, T=11944.000000
1503 - 1689: A=2046.000000, B=2790.000000, C=722.000000, D=3534.000000, E=1204.000000, F=1396.000000, G=1692.000000, H=1706.000000, I=1080.000000, J=3162.000000, K=1378.000000, L=3348.000000, M=2046.000000, N=558.000000, O=2487.000000, P=3162.000000, Q=2347.000000, R=1860.000000, T=2976.000000
1890 - 1072: A=8459.000000, B=9900.000000, C=5360.000000, D=13618.000000, E=5358.000000, F=7126.000000, G=6605.000000, H=9880.000000, I=3666.000000, J=13456.000000, K=7598.000000, L=11790.000000, M=5762.000000, N=4771.000000, O=8997.000000, P=9106.000000, Q=10367.000000, R=8215.000000, S=5298.000000, T=9474.000000
611 - 616: A=5.000000, B=45.000000, C=85.000000, D=90.000000, E=20.000000, F=30.000000, G=5.000000, H=20.000000, I=15.000000, J=95.000000, K=15.000000, L=65.000000, M=50.000000, N=90.000000, O=85.000000, P=75.000000, Q=30.000000, R=85.000000, S=50.000000, T=5.000000
1087 - 1050: A=518.000000, B=444.000000, C=259.000000, D=666.000000, E=555.000000, F=444.000000, G=370.000000, H=592.000000, I=222.000000, J=703.000000, K=629.000000, L=666.000000, M=74.000000, N=666.000000, O=444.000000, P=259.000000, Q=518.000000, R=370.000000, S=444.000000, T=555.000000
1161 - 1903: A=7213.000000, B=8832.000000, C=4737.000000, D=12016.000000, E=4023.000000, F=6058.000000, G=5754.000000, H=8612.000000, I=3132.000000, J=11765.000000, K=6085.000000, L=10188.000000, M=5584.000000, N=3208.000000, O=7929.000000, P=8483.000000, Q=9166.000000, R=7325.000000, S=4230.000000, T=8524.000000
1332 - 593: A=9995.000000, B=5246.000000, C=7260.000000, D=13409.000000, E=8300.000000, F=7698.000000, G=3883.000000, H=6948.000000, I=5003.000000, J=13981.000000, K=7565.000000, L=11795.000000, M=1742.000000, N=11132.000000, O=9183.000000, P=6357.000000, Q=8731.000000, R=6315.000000, S=7960.000000, T=6132.000000
82 - 1205: A=10844.000000, B=9913.000000, C=15303.000000, D=14822.000000, E=9483.000000, F=10776.000000, G=5533.000000, H=6994.000000, I=6034.000000, J=14742.000000, K=6939.000000, L=15289.000000, M=10223.000000, N=12902.000000, O=16290.000000, P=13133.000000, Q=9703.000000, R=10460.000000, S=11546.000000, T=8561.000000
1591 - 1565: A=286.000000, B=390.000000, C=118.000000, D=494.000000, E=172.000000, F=188.000000, G=260.000000, H=156.000000, I=156.000000, J=442.000000, K=186.000000, L=468.000000, M=286.000000, N=78.000000, O=390.000000, P=442.000000, Q=301.000000, R=260.000000, T=416.000000
1596 - 1261: A=4261.000000, B=4377.000000, C=3250.000000, D=6365.000000, E=1428.000000, F=3628.000000, G=3350.000000, H=5020.000000, I=2010.000000, J=5777.000000, K=2711.000000, L=6030.000000, M=2524.000000, N=1287.000000, O=3996.000000, P=3295.000000, Q=4619.000000, R=3350.000000, S=3030.000000, T=3869.000000
856 - 872: A=224.000000, B=16.000000, C=112.000000, D=288.000000, E=240.000000, F=192.000000, G=16.000000, H=64.000000, I=144.000000, J=304.000000, K=48.000000, L=288.000000, M=32.000000, N=288.000000, O=192.000000, P=112.000000, Q=272.000000, R=32.000000, S=160.000000, T=240.000000
1906 - 195: A=15949.000000, B=17144.000000, C=17739.000000, D=25933.000000, E=12134.000000, F=15625.000000, G=10291.000000, H=14260.000000, I=8303.000000, J=25112.000000, K=11937.000000, L=23389.000000, M=13750.000000, N=15197.000000, O=21826.000000, P=19613.000000, Q=17811.000000, R=17072.000000, S=14118.000000, T=16683.000000
1560 - 530: A=12929.000000, B=8994.000000, C=10597.000000, D=18875.000000, E=9464.000000, F=10744.000000, G=6541.000000, H=10785.000000, I=6560.000000, J=19054.000000, K=9002.000000, L=16593.000000, M=4799.000000, N=12484.000000, O=12858.000000, P=9488.000000, Q=12301.000000, R=9666.000000, S=10768.000000, T=9245.000000
640 - 258: A=686.000000, B=4722.000000, C=6988.000000, D=4476.000000, E=1512.000000, F=3636.000000, G=2132.000000, H=1189.000000, I=1146.000000, J=3322.000000, K=1146.000000, L=4276.000000, M=6053.000000, N=2287.000000, O=6494.000000, P=5730.000000, Q=2292.000000, R=5798.000000, S=3820.000000, T=2370.000000
