[105089-108316: A=218.14],
[110859-111965: A=15.62],
[144562-159557: A=216.81],
[173741-221596: A=94.54],
[183684-230781: A=13.93],
[191019-237204: A=179.12],
[187061-267388: A=8.44],
[188656-252274: A=43.04],
[196657-208088: A=142.77],
[104144-107752: A=226.78],
[124687-145949: A=29.25],
[145105-170818: A=80.72],
[179598-236441: A=212.15],
[166010-202364: A=88.77],
[174204-215768: A=242.94],
[195201-219809: A=111.26],
[189884-265847: A=246.42],
[154392-205933: A=32.88],
[153117-204016: A=229.44],
[116317-128047: A=135.92],
[114734-116632: A=74.02],
[132221-144747: A=144.10],
[134993-135791: A=192.58],
[102926-103354: A=240.73],
[121083-123269: A=184.26],
[185068-221233: A=218.58],
[166084-168735: A=83.62],
[111285-114650: A=215.75],
[102288-102336: A=23.26],
[161640-217534: A=158.72],
[191495-193194: A=145.76],
[180773-212675: A=41.24],
[178053-227680: A=133.91],
[175152-194662: A=49.18],
[157125-169079: A=183.82],
[181375-227741: A=221.34],
[170367-179567: A=148.02],
[143393-169277: A=59.44],
[151679-195833: A=196.98],
[137703-154725: A=117.24],
[148156-166562: A=72.90],
[135109-165795: A=143.62],
[155289-181803: A=39.58],
[135552-149772: A=240.33],
[173402-216529: A=157.26],
[124666-138266: A=97.00],
[126355-151350: A=97.53],
[106244-111556: A=200.26],
[177764-190329: A=136.89],
[138278-167391: A=5.14],
[129700-151105: A=127.53],
[101638-102639: A=96.34],
[145168-173338: A=62.64],
[112019-116655: A=110.40],
[136707-169238: A=71.04],
[144526-182162: A=114.96],
[154075-199872: A=42.10],
[122614-125083: A=184.09],
[186558-242953: A=178.87],
[129938-149262: A=180.77],
[174152-234131: A=242.81],
[182188-200045: A=35.09],
[111751-118637: A=137.45],
[122212-136728: A=79.22],
[130362-157611: A=126.67],
[138339-162320: A=155.59],
[126941-127973: A=37.62],
[121840-129303: A=84.42],
[182585-183515: A=55.90],
[125004-125201: A=59.97],
[187237-219131: A=95.18],
[139071-139337: A=67.01],
[180571-217368: A=74.14],
[151758-170237: A=201.94],
[198270-233551: A=186.12],
[127508-145929: A=145.66],
[137836-159915: A=132.56],
[109229-117816: A=220.80],
[148100-189213: A=210.91],
[138058-155162: A=73.33],
[103909-104775: A=188.00],
[101835-102389: A=70.81],
[166232-214030: A=245.51],
[124263-138801: A=16.33],
[109340-118096: A=81.21],
[197169-203341: A=173.18],
[117173-122515: A=55.38],
[164099-169214: A=117.09],
[176958-206785: A=158.80],
[182127-209017: A=156.62],
[148757-177013: A=26.06],
[144041-184471: A=192.86],
[169662-188508: A=134.04],
[120227-132761: A=26.04],
[146903-153282: A=218.19],
[199015-213832: A=0.53],
[191606-255313: A=27.21],
[124817-129691: A=189.51],
[189218-274974: A=62.42],
[145757-183789: A=239.21],
[111880-122325: A=68.50],
[144952-180178: A=3.46],
[127287-151692: A=81.32],
[104421-108115: A=9.35],
[195485-235409: A=214.02],
[116929-128398: A=198.31],
[193098-276098: A=161.14],
[178847-217368: A=18.03],
[179528-193656: A=170.05],
[184595-193594: A=37.65],
[155909-163864: A=210.56],
[163214-182872: A=236.67],
[140332-148880: A=35.49],
[151115-175137: A=164.15],
[140274-151185: A=216.09],
[117253-118787: A=185.41],
[147949-172058: A=22.86],
[153541-163551: A=225.58],
[111263-120081: A=215.98],
[143781-155388: A=213.81],
[188984-206170: A=240.06],
[166609-219376: A=141.05],
[198628-213235: A=94.64],
[184749-224180: A=200.98],
[186877-248260: A=110.18],
[111883-121885: A=173.29],
[154069-172153: A=69.52],
[195469-269709: A=207.14],
[167946-203635: A=248.66],
[198702-253545: A=204.67],
[140957-164175: A=75.34],
[167287-191310: A=171.84],
[165256-194176: A=210.04],
[140499-176874: A=47.38],
[199206-282501: A=204.13],
[129613-151352: A=189.61],
[157706-194758: A=18.92],
[143437-153629: A=42.71],
[124848-136147: A=20.91],
[127208-137225: A=142.61],
[179388-199280: A=246.70],
[194469-224737: A=79.97],
[144336-187163: A=139.95],
[121100-132310: A=236.12],
[180288-225154: A=203.60],
[174539-180789: A=185.54],
[150412-162472: A=170.92],
[109262-109409: A=184.64],
[176696-210534: A=159.35],
[156184-195763: A=96.48],
[172346-216710: A=118.46],
[192738-260904: A=200.32],
[128041-151621: A=167.40],
[163143-178101: A=46.38],
[190328-245410: A=130.25],
[125105-139700: A=81.30],
[177239-194438: A=118.35],
[173154-187669: A=120.80],
[170589-220441: A=60.69],
[138742-167979: A=44.61],
[127362-152101: A=88.54],
[166368-193941: A=215.23],
[184551-239191: A=195.15],
[145475-164380: A=80.97],
[133624-150362: A=137.65],
[147129-183265: A=180.51],
[168009-214478: A=9.59],
[144129-151762: A=202.08],
[117393-126439: A=232.14],
[146822-187799: A=51.87],
[112634-112960: A=209.59],
[112027-112863: A=140.08],
[103787-107012: A=180.85],
[112032-121345: A=106.19],
[115617-121809: A=220.90],
[172014-176410: A=111.15],
[199214-268666: A=10.67],
[108483-113393: A=192.54],
[177872-212581: A=57.12],
[173252-201049: A=103.01],
[109492-113385: A=143.48],
[154634-173968: A=221.91],
[139572-172144: A=192.36],
[112514-123941: A=90.46],
[169715-208210: A=58.48],
[133348-160885: A=4.28],
[113558-120886: A=113.33],
[111936-121300: A=189.41],
[123561-136968: A=224.81],
[108729-112348: A=133.47],
[162998-193656: A=249.98],
[117889-118851: A=79.57],
[141460-148610: A=26.22],
[152069-163919: A=141.47],
[170325-179612: A=205.18],
[164425-180872: A=2.83],
[155760-205291: A=166.66],
[190622-198384: A=0.92],
[153818-187361: A=184.60],
[157305-178552: A=61.31],
[124717-144992: A=48.80],
[129756-141182: A=173.97],
[196104-229754: A=74.21],
[171602-233360: A=37.50],
[104918-104940: A=242.88],
[149025-155421: A=119.07],
[198887-261324: A=132.53],
[184206-204010: A=152.59],
[173019-189380: A=32.27],
[112508-119575: A=166.85],
[114432-117563: A=44.20],
[117629-122390: A=243.10],
[130789-152711: A=70.14],
[131065-145218: A=14.07],
[130476-139807: A=114.68],
[152538-166777: A=126.64],
[149337-192817: A=218.00],
[118589-120252: A=138.45],
[130756-131457: A=132.73],
[168803-221825: A=38.89],
[165524-224828: A=225.56],
[193760-230339: A=214.89],
[156186-162415: A=8.22],
[168306-188123: A=175.80],
[181607-182202: A=32.78],
[126706-139376: A=136.53],
[146484-192813: A=90.93],
[101772-102261: A=226.57],
[142534-150074: A=115.97],
[173753-215125: A=210.84],
[103004-104861: A=48.60],
[130695-139798: A=75.89],
[117686-120239: A=95.77],
[158322-205132: A=201.96],
[194733-266057: A=110.60],
[145850-164497: A=224.64],
[135914-145658: A=130.87],
[141453-181553: A=142.63],
[180069-252930: A=178.15],
[122795-139784: A=57.79],
[110538-119303: A=153.56],
[139828-168438: A=8.65],
[168968-232231: A=115.88],
[101014-101468: A=62.92],
[190137-212764: A=190.49],
[161309-208814: A=94.78],
[109907-119529: A=183.26],
[108021-114294: A=172.66],
[198229-280566: A=182.15],
[106050-108428: A=233.19],
[109040-115987: A=39.91],
[152823-200841: A=71.85],
[155828-156315: A=227.66],
[160381-205863: A=39.87],
[106271-110359: A=236.87],
[174621-247142: A=123.29],
[153095-203293: A=3.43],
[152930-192313: A=63.25],
[132339-138666: A=66.97],
[159429-195476: A=35.86],
[140090-158521: A=111.59],
[176822-220789: A=249.25],
[179378-256068: A=101.36],
[162986-163303: A=109.75],
[143707-166552: A=70.52],
[194721-286396: A=56.15],
[101995-103435: A=80.70],
[142886-152054: A=42.98],
[113442-122049: A=25.53],
[147973-174410: A=186.35],
[156389-178290: A=183.53],
[123863-144260: A=210.06],
[112803-113445: A=128.17],
[117608-134735: A=87.67],
[138926-170539: A=219.98],
[116737-122930: A=152.38],
[152876-168423: A=203.78],
[135564-149215: A=237.73],
[162233-169976: A=9.62],
[112180-115759: A=112.09],
[108022-115370: A=187.84],
[169788-185858: A=135.27],
[138544-145338: A=190.25],
[105476-107174: A=56.66],
[113526-120577: A=92.28],
[159904-172615: A=105.28],
[126091-151186: A=91.11],
[100316-100332: A=117.94],
[186690-192849: A=241.01],
[180235-187413: A=15.20],
[159085-189995: A=95.08],
[189294-270893: A=164.50],
[117451-131830: A=176.61],
[115705-117954: A=71.17],
[183199-266155: A=243.81],
[150530-199169: A=72.31],
[175839-248376: A=60.16],
[169129-214274: A=14.14],
[135480-153637: A=15.00],
[149877-154514: A=98.17],
[103290-105650: A=223.03],
[152477-159241: A=98.75],
[145041-166818: A=49.77],
[189222-216850: A=199.06],
[173216-217320: A=150.39],
[186049-236968: A=227.94],
[100574-100727: A=87.10],
[183799-230721: A=167.33],
[100417-100639: A=206.76],
[115237-120669: A=220.54],
[143810-167685: A=73.43],
[128217-131530: A=80.64],
[131618-162197: A=139.39],
[111124-121719: A=233.37],
[175098-177464: A=28.68],
[172916-175070: A=231.17],
[169166-174075: A=161.81],
[151869-173284: A=167.36],
[117949-133648: A=60.62],
[115572-128791: A=139.12],
[161306-211130: A=181.15],
[176894-193198: A=39.31],
[115454-121006: A=74.34],
[127740-130871: A=189.27],
[167021-169123: A=222.60],
[119519-120522: A=153.57],
[142568-151808: A=7.49],
[134912-139879: A=194.68],
[129809-153612: A=204.35],
[170220-193171: A=58.48],
[190837-261467: A=240.28],
[128384-138418: A=54.17],
[147167-193492: A=249.52],
[100254-100319: A=213.09],
[101440-102767: A=14.86],
[140566-162589: A=14.31],
[147583-165041: A=199.29],
[138410-149718: A=61.89],
[193644-208976: A=153.58],
[161492-198879: A=30.35],
[132573-151513: A=90.90],
[118312-122195: A=205.96],
[150220-188338: A=183.91],
[130217-144482: A=135.88],
[157882-172822: A=193.59],
[143158-183121: A=180.89],
[190144-237893: A=79.47],
[111516-119178: A=56.11],
[142649-170165: A=114.59],
[176287-186088: A=33.29],
[168621-200564: A=138.70],
[189094-242398: A=244.21],
[156948-177877: A=20.31],
[158772-211145: A=46.98],
[156649-208972: A=15.11],
[100136-100146: A=178.47],
[145596-149872: A=86.59],
[184501-247737: A=140.76],
[104281-105060: A=10.98],
[184696-222701: A=239.79],
[166047-192937: A=135.61],
[116160-131588: A=171.23],
[126293-137147: A=183.65],
[193858-276882: A=47.27],
[155573-197692: A=60.06],
[176300-224291: A=82.26],
[104933-108806: A=152.50],
[148737-187003: A=2.53],
[198009-203131: A=148.97],
[181959-196867: A=106.75],
[123658-124681: A=58.71],
[182502-253718: A=35.75],
[120682-138622: A=24.86],
[132777-137924: A=46.79],
[184855-262042: A=87.58],
[191386-208896: A=20.47],
[188542-250071: A=153.57],
[108594-111460: A=151.19],
[190512-251981: A=94.85],
[136444-149105: A=132.50],
[132024-149873: A=208.23],
[159093-166838: A=128.53],
[181167-235251: A=188.07],
[183002-223643: A=91.02],
[164837-211252: A=209.83],
[134307-140691: A=231.20],
[179229-187279: A=214.83],
[178989-191874: A=150.46],
[174863-182635: A=124.08],
[171716-219478: A=9.45],
[174494-236641: A=160.79],
[103878-107132: A=167.51],
[161011-170619: A=117.84],
[183584-253993: A=208.31],
[155230-181541: A=85.45],
[110975-112539: A=184.44],
[107777-108511: A=158.92],
[137800-172095: A=2.45],
[165188-220027: A=48.45],
[189420-225190: A=66.20],
[175075-221374: A=167.06],
[119014-135130: A=221.14],
[115332-122955: A=58.85],
[184214-245851: A=95.40],
[159830-161218: A=188.92],
[147729-191127: A=220.35],
[177953-191145: A=238.17],
[113264-119546: A=230.58],
[187360-262698: A=156.63],
[115214-119977: A=31.40],
[150098-195389: A=62.04],
[162260-216462: A=23.21],
[127849-151920: A=218.17],
[187088-253100: A=85.51],
[176842-247792: A=192.45],
[179748-241004: A=8.27],
[118122-132827: A=144.68],
[154877-185540: A=75.73],
[197997-231120: A=136.88],
[171313-177255: A=69.83],
[169815-209674: A=162.58],
[112297-124087: A=166.69],
[124675-133335: A=141.74],
[148066-170505: A=206.21],
[191438-273652: A=226.06],
[199229-200343: A=118.11],
[143840-147423: A=46.30],
[107528-109422: A=196.10],
[119432-132363: A=55.02],
[158559-188151: A=242.39],
[133425-160198: A=108.68],
[173799-236116: A=90.37],
[168166-195726: A=0.97],
[157878-174283: A=248.46],
[139834-154164: A=78.77],
[102406-104347: A=20.43],
[168200-206275: A=239.78],
[196069-227656: A=20.10],
[131010-159521: A=130.72],
[172368-184909: A=191.40],
[180207-252695: A=67.79],
[167172-203964: A=223.96],
[112132-113271: A=161.28],
[126521-131864: A=177.62],
[191037-268858: A=230.01],
[169889-192004: A=82.60],
[131477-162009: A=42.20],
[119184-134366: A=183.98],
[183957-267372: A=4.99],
[117114-128292: A=35.72],
[110521-117146: A=241.10],
[167326-225358: A=193.15],
[163217-194895: A=129.92],
[138788-166096: A=10.30],
[130741-136421: A=7.23],
[186282-203119: A=249.48],
[150931-153574: A=20.23],
[157792-186398: A=162.55],
[168836-196884: A=127.45],
[181434-229948: A=179.55],
[113659-118541: A=233.04],
[127256-141663: A=60.17],
[172249-223898: A=49.93],
[187242-203774: A=162.97],
[126588-142093: A=67.52],
[178820-233155: A=35.86],
[151013-196058: A=175.79],
[123373-144350: A=133.60],
[126143-140761: A=221.45],
[153812-200470: A=52.95],
[151182-190345: A=162.64],
[104463-105407: A=189.82],
[189530-249589: A=137.74],
[185198-213175: A=114.39],
[109913-117107: A=200.47],
[108947-117758: A=205.68],
[183871-263342: A=74.53],
[118668-136441: A=169.93],
[107560-110543: A=200.29],
[158903-165083: A=31.26],
[168167-177323: A=217.69],
[125987-133689: A=214.24],
[104541-107854: A=72.17],
[166351-180432: A=91.27],
[156651-210511: A=113.44],
[182218-182245: A=32.31],
[103501-106025: A=118.49],
[146286-179699: A=56.03],
[122181-138121: A=189.78],
[164125-184600: A=235.33],
[142873-155009: A=223.52],
[143781-174154: A=87.66],
[168561-192106: A=39.74],
[183618-215317: A=112.30],
[157792-202720: A=183.51],
[107432-109012: A=159.64],
[139910-167895: A=186.82],
[152578-191574: A=35.42],
[186670-260737: A=105.40],
[170443-194105: A=168.31],
[143481-179019: A=77.85],
[195565-268867: A=234.87],
[158862-199158: A=238.60],
[146427-189248: A=105.53],
[148661-184790: A=130.22],
[176882-248998: A=12.77],
[177247-204963: A=9.64],
[144877-176720: A=134.28],
[129026-141094: A=245.21],
[102513-104132: A=192.06],
[104050-107895: A=216.96],
[152395-196995: A=141.10],
[166744-192956: A=201.03],
[109240-112097: A=108.06],
[132312-144368: A=43.63],
[127139-128447: A=46.01],
[127576-136348: A=240.11],
[180211-245148: A=96.24],
[131407-136793: A=3.80],
[141493-148400: A=238.67],
[104585-109059: A=125.77],
[192865-212444: A=96.18],
[151659-157622: A=244.95],
[194042-224971: A=75.55],
[177615-217629: A=198.66],
[186807-250200: A=60.74],
[173361-182355: A=99.77],
[114559-121819: A=138.16],
[101177-101399: A=191.36],
[100540-101055: A=144.76],
[182396-197844: A=80.01],
[192134-199315: A=118.00],
[127028-127115: A=234.24],
[164172-208943: A=106.25],
[125707-141853: A=153.14],
[100730-101130: A=210.85],
[135434-142950: A=14.45],
[137316-144847: A=36.80],
[178909-232308: A=240.91],
[127058-142139: A=123.31],
[142391-147808: A=194.63],
[113859-121245: A=241.13],
[151435-154738: A=198.94],
[173295-241855: A=130.52],
[118538-135916: A=39.28],
[173513-216480: A=220.35],
[122454-139873: A=115.57],
[157660-211572: A=60.05],
[175555-205263: A=159.34],
[132771-148911: A=200.46],
[162431-176813: A=59.57],
[146068-183486: A=240.90],
[142547-179934: A=134.19],
[183969-228630: A=236.81],
[112384-117405: A=62.22],
[103722-105949: A=226.26],
[126342-140380: A=156.87],
[180211-254724: A=119.70],
[192457-272336: A=67.11],
[192859-214277: A=229.54],
[178109-193459: A=227.93],
[180087-200722: A=173.93],
[150329-168276: A=123.69],
[169785-195888: A=7.42],
[133232-159518: A=228.05],
[165800-200475: A=7.30],
[149490-184476: A=161.17],
[184073-205528: A=23.28],
[101943-102630: A=52.47],
[199252-257693: A=46.14],
[140429-154532: A=208.70],
[137491-167549: A=81.08],
[114426-116300: A=80.18],
[140622-152353: A=80.25],
[137441-153912: A=163.61],
[188899-237295: A=70.29],
[155283-163752: A=229.77],
[162109-209123: A=146.73],
[143148-168065: A=236.93],
[134977-154834: A=33.56],
[107654-111455: A=23.51],
[110494-111156: A=162.65],
[117527-130629: A=77.50],
[128863-153914: A=232.30],
[179204-185629: A=39.85],
[145428-169132: A=183.57],
[165011-203926: A=119.24],
[118740-123224: A=111.61],
[109757-109873: A=230.47],
[139015-166834: A=236.04],
[191667-202777: A=243.90],
[176075-208333: A=141.50],
[179822-241265: A=65.45],
[126160-134814: A=105.15],
[154294-188694: A=123.60],
[120101-133361: A=116.69],
[147245-192354: A=226.61],
[107254-113222: A=202.09],
[118523-120614: A=231.10],
[184766-221021: A=188.52],
[147724-170615: A=109.93],
[144221-153790: A=196.61],
[119423-122942: A=105.57],
[176066-189454: A=76.05],
[167142-176694: A=238.23],
[147108-190872: A=170.98],
[140677-167072: A=95.37],
[138825-139708: A=229.92],
[109050-109523: A=108.29],
[145981-189755: A=195.06],
[165080-176070: A=106.24],
[152493-164037: A=221.85],
[192172-279428: A=9.16],
[190329-225638: A=162.51],
[188824-222538: A=182.20],
[143506-168101: A=191.82],
[193754-269325: A=174.89],
[168981-214461: A=196.11],
[105189-109913: A=69.69],
[111236-114673: A=135.32],
[129352-136407: A=142.00],
[179717-238826: A=52.69],
[163467-217797: A=32.53],
[104720-108927: A=245.86],
[196997-245496: A=47.28],
[144768-168679: A=84.07],
[108665-108944: A=134.45],
[178970-239325: A=24.85],
[180371-217570: A=168.89],
[146520-156380: A=110.35],
[108917-113082: A=102.71],
[160331-212581: A=217.45],
[193576-250056: A=225.12],
[106014-109943: A=209.96],
[164842-205688: A=111.69],
[103144-104896: A=126.91],
[140090-172252: A=154.01],
[154237-208105: A=128.81],
[197113-265136: A=78.44],
[107397-114392: A=225.40],
[161985-217280: A=8.26],
[114996-118741: A=185.24],
[129667-151175: A=35.31],
[125377-127821: A=144.16],
[144670-151581: A=191.13],
[152031-161600: A=43.81],
[193545-271128: A=115.27],
[195029-205668: A=85.87],
[136570-148687: A=237.60],
[119387-132154: A=151.66],
[173495-183561: A=206.79],
[130691-133494: A=155.78],
[160427-210035: A=227.54],
[129060-145312: A=136.64],
[133240-138317: A=114.98],
[102278-103238: A=155.49],
[145202-179314: A=201.23],
[117961-126743: A=34.04],
[163837-167470: A=228.21],
[107964-114458: A=41.84],
[189543-205112: A=240.58],
[125407-127299: A=187.41],
[100609-101164: A=127.38],
[165736-187968: A=8.06],
[132016-142226: A=37.67],
[174777-209813: A=238.43],
[157390-175284: A=19.53],
[100296-100324: A=193.44],
[194996-261550: A=210.41],
[151407-201829: A=239.15],
[117873-128605: A=78.02],
[140204-155394: A=51.15],
[162530-166166: A=70.97],
[170818-176676: A=203.34],
[176891-186856: A=126.23],
[117630-129241: A=104.65],
[146266-164775: A=202.75],
[136030-149036: A=76.93],
[147773-178290: A=150.59],
[141973-157717: A=169.37],
[150433-193670: A=177.23],
[118736-125775: A=188.93],
[147464-183022: A=115.17],
[186615-216371: A=208.66],
[148280-192845: A=172.65],
[126370-144012: A=94.91],
[122406-128228: A=223.99],
[194645-274866: A=146.07],
[121570-134617: A=73.79],
[133775-147617: A=233.70],
[135029-153667: A=83.46],
[180575-226250: A=13.52],
[135229-157016: A=110.31],
[196543-213925: A=115.92],
[189945-237813: A=216.65],
[144051-187571: A=221.39],
